상호명,도로명주소,위도,경도,동구분
바니치킨,"인천광역시 연수구 선학로 37, 태산정광대진아파트 상가동 112호 (선학동)",37.39494268,126.6501653,선학동
쎄쎄쎄 송도점,"인천광역시 연수구 컨벤시아대로 165, 포스코타워-송도 33층 (송도동)",37.38320628,126.6586339,송도동
팔십상 참치,"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 D동 상가13호 (송도동, 송도 더샵 퍼스트월드)",37.39660246,126.6495914,송도동
우리동네 정육식당,"인천광역시 연수구 용담로85번길 31, 금강프라자 104,105,106호 (청학동)",37.39378585,126.6418738,청학동
형제네 소곱창,"인천광역시 연수구 함박로83번길 6, 103호 (연수동)",37.42699281,126.6580691,연수동
딜리버리킹,"인천광역시 연수구 청능대로53번길 9, 1층 (청학동)",37.41896773,126.6796873,청학동
연고기,"인천광역시 연수구 청량로 181, 청원타운 101-1호 (옥련동)",37.41470476,126.6814417,옥련동
옐로우피자 연수점,"인천광역시 연수구 청명로17번길 10-10, 101호 (청학동)",37.38044505,126.6602318,청학동
스시오케이,"인천광역시 연수구 컨벤시아대로 81, 드림시티 128,129호 (송도동)",37.42474074,126.6826575,송도동
삼겹본능X공수간,"인천광역시 연수구 먼우금로252번길 27-4, 102호 (연수동)",37.41562523,126.6576035,연수동
연수집밥,"인천광역시 연수구 용담로85번길 32, 우림빌딩 지상1층 일부호 (청학동)",37.41875512,126.678665,청학동
카츠713,"인천광역시 연수구 샘말로7번길 13, 1층 일부호 (연수동)",37.41050721,126.627633,연수동
나이스타임(Nicetime),"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 141호 (송도동)",37.41392123,126.6713145,송도동
송도종합어시장,"인천광역시 연수구 해돋이로 165, 차오름 프라자 101,102,103호 (송도동)",37.42261717,126.6476895,송도동
시즈쿠,"인천광역시 연수구 컨벤시아대로 50, 141호 (송도동, 푸르지오월드마크)",37.36771911,126.6533296,송도동
꼬막식당,"인천광역시 연수구 청량로 181, 청원타운 101-2호 (옥련동)",37.4186613,126.6689812,옥련동
엄지쉐프,"인천광역시 연수구 앵고개로 96, 104호 (동춘동)",37.39351506,126.6321878,동춘동
미카도스시 송도트리플점,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 125,126호 (송도동)",37.41433314,126.6769905,송도동
태리로제떡볶이&닭강정 송도점,"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 D동 1층 4호 (송도동, 송도 더샵 퍼스트월드)",37.38803691,126.6642625,송도동
춘희네족발 송도점,"인천광역시 연수구 컨벤시아대로 70, 인천송도힐스테이트 301동 134호 (송도동, 인천송도힐스테이트)",37.39451327,126.6473598,송도동
삼미대포 송도점,"인천광역시 연수구 신송로 153, 더 마란츠타워 124,125,126호 (송도동)",37.42289959,126.6729825,송도동
자연밥상 산들채,"인천광역시 연수구 예술로20번길 27, 2층 일부호 (선학동)",37.3818129,126.6623329,선학동
바우네 나주곰탕,"인천광역시 연수구 송도미래로 9, 비알씨(주) 연구소 3동 124호 (송도동)",37.39313335,126.6328662,송도동
단바쿠라멘,"인천광역시 연수구 아트센터대로 203, 송도 센트럴파크 푸르지오시티 132호 (송도동)",37.39800788,126.6511249,송도동
아메리칸트레이 송도점,"인천광역시 연수구 센트럴로 160, 판매시설동 116호 (송도동, 송도센트럴파크푸르지오)",37.3770832,126.6558312,송도동
광명대창집 연수점,"인천광역시 연수구 샘말로43번길 19, 1층 (연수동)",37.37981773,126.6612504,연수동
어신,"인천광역시 연수구 송도문화로28번길 28, 201동 117호 (송도동, 송도글로벌캠퍼스푸르지오)",37.39552968,126.6489412,송도동
초밥코리아 송도점,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 218,219호 (송도동)",37.40599741,126.6836222,송도동
비에이치씨(BHC) 동춘서해그랑블점,"인천광역시 연수구 봉재산로36번길 1, 골드프라자 102호 (동춘동)",37.42390059,126.6444308,동춘동
육해공 탕수육,"인천광역시 연수구 한나루로105번길 68, 상가 지하층 2호 (옥련동, 현대4차아파트)",37.40473194,126.6283248,옥련동
조선육회 연수점,"인천광역시 연수구 샘말로7번길 7, 썬클리닉빌딩 1층 (연수동)",37.41762926,126.6772291,연수동
입맛대로,"인천광역시 연수구 용담로50번길 12, 101호 (청학동)",37.39451327,126.6473598,청학동
맛나한식뷔페,"인천광역시 연수구 컨벤시아대로274번길 55, 1층 1호 (송도동, 송도 더샵 마스터뷰 21BL)",37.38803691,126.6642625,송도동
(주)윤에프앤비 비티점,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 209,210,211호 (송도동)",37.39620198,126.6529427,송도동
나인포차,"인천광역시 연수구 원인재로 88, 상가동 105호 (동춘동, 대우삼환아파트)",37.39800788,126.6511249,동춘동
빅브라더돈까스,"인천광역시 연수구 예술로20번길 9, 2층 (선학동)",37.38736717,126.6468405,선학동
남해바다,"인천광역시 연수구 송도과학로27번길 55, B동 120호 (송도동, 롯데캐슬 캠퍼스타운)",37.42298688,126.6507164,송도동
진진찬 두영김밥,"인천광역시 연수구 경원대로467번길 27, 101동 101호 (선학동, 다존맨션)",37.42550935,126.6827522,선학동
곱도리탕전문점 송도점,"인천광역시 연수구 컨벤시아대로 60, 153호 (송도동, 푸르지오월드마크)",37.38803691,126.6642625,송도동
용추골미궁순대(송도BT점),"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 208호 (송도동)",37.39247736,126.6456466,송도동
월드푸드 사천마라탕,"인천광역시 연수구 용담로62번길 32, 1층 (청학동)",37.39247736,126.6456466,청학동
캠타곱창,"인천광역시 연수구 송도과학로27번길 55, 302동 C-113호 (송도동, 롯데캐슬 캠퍼스타운)",37.42652088,126.6976508,송도동
고기듬뿍 대왕비빔밥 송도점,"인천광역시 연수구 하모니로36번길 19, 은하프라자 A동 104호 (송도동)",37.4140527,126.6767146,송도동
안스라운지(AN's Lounge),"인천광역시 연수구 새말로56번길 2, 2층 (연수동)",37.42609592,126.6691465,연수동
비비큐(bbq) 연수1점,"인천광역시 연수구 함박로 48, 103호 (연수동)",37.39200033,126.644994,연수동
내사랑돈까스,"인천광역시 연수구 해돋이로 161, 세종프라자 112호 (송도동)",37.41510896,126.6171167,송도동
병천한가네순대국,"인천광역시 연수구 한나루로189번길 44, 햇빛주택 1층 102호 (옥련동)",37.42503554,126.6471953,옥련동
한식부페 자연애,"인천광역시 연수구 신송로 160, 108,109,110호 (송도동)",37.42504522,126.6557005,송도동
착한아이반찬,"인천광역시 연수구 인천타워대로 257, 아트포레 C동 215호 (송도동)",37.41467412,126.6534138,송도동
티비지더밥집(TBZ THE BOBZIP),"인천광역시 연수구 센트럴로 232, E동 지상1층 144,145호 (송도동, 더샵센트럴파크1)",37.39494268,126.6501653,송도동
교동면가 송도점,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 112호 (송도동)",37.42845832,126.6612268,송도동
피자헛 송도국제도시점,"인천광역시 연수구 신송로 164, 107호 (송도동)",37.42390059,126.6444308,송도동
동경규동 인천송도점,"인천광역시 연수구 신송로125번길 13, 아크리아 112호 (송도동)",37.38145234,126.6325748,송도동
아프리카키친,"인천광역시 연수구 한나루로 87, 302호 (옥련동)",37.41981212,126.6977867,옥련동
비비큐(BBQ) 송도이(E)편한세상점,"인천광역시 연수구 랜드마크로 113, e편한세상 송도 A동 108호 (송도동, e편한세상 송도)",37.38419018,126.6421469,송도동
제주올래화로 송도점,"인천광역시 연수구 앵고개로104번길 22, 106호 (동춘동, 송도파크자이)",37.40923975,126.6176511,동춘동
청년다방 연수구청점,"인천광역시 연수구 먼우금로 197, 이리옴프라자 114호 (청학동)",37.38467593,126.6411413,청학동
볼랸까,"인천광역시 연수구 새말로 76-1, 1층 일부호 (연수동)",37.39662693,126.6471072,연수동
따룽훠궈 송도점,"인천광역시 연수구 센트럴로 160, 243,244,245,246호 (송도동, 송도센트럴파크푸르지오)",37.38022559,126.656372,송도동
쥬본/교촌치킨 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 15, 104동 124,125호 (송도동, 송도아메리칸타운아이파크)",37.38803691,126.6642625,송도동
송도 우스페이스,"인천광역시 연수구 인천타워대로 253-25, 111호 (송도동, 아트윈 푸르지오)",37.39374814,126.6463773,송도동
스무티쿠케리,"인천광역시 연수구 한나루로 185, 2층 (옥련동)",37.37981773,126.6612504,옥련동
구백냥곱창,"인천광역시 연수구 새말로 97, 1층 (연수동)",37.41779118,126.6739523,연수동
비스트로네모,"인천광역시 연수구 송도과학로27번길 55, 302동 C118호 (송도동, 롯데캐슬 캠퍼스타운)",37.3986734,126.6486623,송도동
밥향기,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 D207호 (송도동)",37.38022559,126.656372,송도동
솟구쳐차기 큐브점,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 117호 (송도동)",37.39247736,126.6456466,송도동
호치킨 송도풍림아이원점,"인천광역시 연수구 신송로 121, 송도센타프라자 121호 (송도동)",37.38445028,126.6435842,송도동
토지장어,"인천광역시 연수구 예술로22번길 32, 1,2층 (선학동)",37.41510896,126.6171167,선학동
하드라마우트(HADRAMOUT),"인천광역시 연수구 독배로 4, 1,2층 (옥련동)",37.41050721,126.627633,옥련동
놀부보쌈족발X삼겹본능,"인천광역시 연수구 옥련로99번길 44, 103동 아주상가 106호 (옥련동, 아주아파트)",37.39636124,126.6375683,옥련동
딜라이트(delight),"인천광역시 연수구 컨벤시아대로 80, 401동 132호 (송도동, 인천송도힐스테이트)",37.41420579,126.6553571,송도동
모모(momo),"인천광역시 연수구 앵고개로87번길 5, 2층 (동춘동)",37.42364359,126.6941808,동춘동
에스와이푸드(SY푸드),"인천광역시 연수구 함박뫼로 62, 101호 (연수동)",37.41563898,126.6212329,연수동
한우한돈정육식당,"인천광역시 연수구 청솔로 8, 1층 (청학동)",37.41819878,126.6750119,청학동
아부찌부대찌개 동춘점,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 105호 (동춘동)",37.39495208,126.647839,동춘동
HY(에이치와이)푸드,"인천광역시 연수구 학나래로 88, 1층 2호 (선학동)",37.42672478,126.6578962,선학동
혼삼 송도점,"인천광역시 연수구 해돋이로 107, 제이,에프동 1층 제이동상가16호 (송도동, 송도 더샵 퍼스트월드)",37.39162955,126.650702,송도동
문스갈비 연수점,"인천광역시 연수구 새말로35번길 14-7, 102호 (연수동)",37.39456511,126.6511829,연수동
식껍 송도점,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 137호 (송도동)",37.37981773,126.6612504,송도동
양평해장국,"인천광역시 연수구 해돋이로 167, 힐링플라자 104,105호 (송도동)",37.39378585,126.6418738,송도동
만만프로젝트,"인천광역시 연수구 송도국제대로 157, 오네스타 A117호 (송도동)",37.38812566,126.6408019,송도동
한가네 숯불닭갈비,"인천광역시 연수구 첨단대로 80, IFEZ입주기업 근로자기숙사 상가 에이동 117호 (송도동)",37.38246176,126.6606641,송도동
이모네도시락,"인천광역시 연수구 한나루로 202-6, 1층 일부호 (옥련동)",37.41928964,126.6802255,옥련동
레시피153,"인천광역시 연수구 컨벤시아대로42번길 27, 송도 에이스프라자Ⅱ 1층 107호 (송도동)",37.41467412,126.6534138,송도동
딜리버리킹 송도점,"인천광역시 연수구 센트럴로 194, 더샵 센트럴파크2 B동 107호 (송도동, 더샵 센트럴파크2)",37.42564034,126.6558593,송도동
해씨부인 메기매운탕,"인천광역시 연수구 청능대로78번길 35, 1층 (동춘동)",37.39935875,126.6368956,동춘동
배터지는 생동까스,"인천광역시 연수구 벚꽃로142번길 12, 1층 일부호 (연수동)",37.41214616,126.678892,연수동
바로나도 송도점,"인천광역시 연수구 송도과학로16번길 33-2, 송도 트리플스트리트 B동 302호 (송도동)",37.39758636,126.6506664,송도동
예찬식당,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 2층 D216호 (송도동)",37.38117899,126.6423044,송도동
더쉐프(THE CHEF),"인천광역시 연수구 함박로 86, 1층 일부호 (연수동)",37.37391732,126.6366857,연수동
호치킨 인천선학역점,"인천광역시 연수구 선학로68번길 3, 연주빌딩 107호 (선학동)",37.37981773,126.6612504,선학동
미소야 송도학원가점,"인천광역시 연수구 컨벤시아대로42번길 25, 플러스에비뉴 101, 102호 (송도동)",37.40923975,126.6176511,송도동
밀사랑,"인천광역시 연수구 학나래로5번길 60, 1층 (선학동, 근린생활시설,주택)",37.38094155,126.656664,선학동
수해복마라탕 캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 302동 D-112호 (송도동, 롯데캐슬 캠퍼스타운)",37.39378585,126.6418738,송도동
조마루 송도점,"인천광역시 연수구 컨벤시아대로 81, 드림시티 1층 146, 147호 (송도동)",37.37866084,126.6628418,송도동
南가네(남가네),"인천광역시 연수구 용담로85번길 9, 석광프라자 101, 102호 (청학동)",37.39495208,126.647839,청학동
오케이(OK)찹쌀꽈배기,"인천광역시 연수구 청능대로 71, 1층 101호 (청학동)",37.4181996,126.674613,청학동
달빛창가,"인천광역시 연수구 청능대로113번길 10, 2층 (연수동)",37.39581436,126.6524353,연수동
피트어패트,"인천광역시 연수구 인천타워대로 257, 아트포레 A동 A-316호 (송도동)",37.3950122,126.6456783,송도동
선수족발 송도본점,"인천광역시 연수구 컨벤시아대로 100, 601동 132호 (송도동, 현대힐스테이트)",37.39959033,126.6496988,송도동
나도 셰프,"인천광역시 연수구 한나루로196번길 7, 1층 4호 (옥련동, 협성연립)",37.40722701,126.6715922,옥련동
청년다방 옥련동점,"인천광역시 연수구 독배로40번길 29, 대성빌딩 201호 (옥련동)",37.38094155,126.656664,옥련동
부해도,"인천광역시 연수구 컨벤시아대로42번길 8, 102동 101호 (송도동, 송도 코오롱 더 프라우 1단지)",37.41563898,126.6212329,송도동
강정구의 피자생각 연수점,"인천광역시 연수구 먼우금로 253, 102호 (연수동)",37.38960595,126.648814,연수동
고니면옥,"인천광역시 연수구 송도미래로 47, 102,103호 (송도동)",37.42554133,126.6854269,송도동
달분식,"인천광역시 연수구 송도과학로27번길 15, 104동 119호 (송도동, 송도아메리칸타운아이파크)",37.42732181,126.697462,송도동
놀부보쌈족발,"인천광역시 연수구 컨벤시아대로 80, 402동 113호 (송도동, 인천송도힐스테이트)",37.41186737,126.655945,송도동
황강짬뽕,"인천광역시 연수구 테크노파크로111번길 8, 송도 S 타워 2층 202호 (송도동)",37.41562241,126.6745814,송도동
명동칼국수,"인천광역시 연수구 인천타워대로 257, 아트포레 A동 207, 208호 (송도동)",37.38564191,126.6438383,송도동
왕손피자,"인천광역시 연수구 함박로88번길 45, 102호 (연수동)",37.39800788,126.6511249,연수동
중화가정,"인천광역시 연수구 청능대로 210, 스퀘어원 3층 일부호 (동춘동)",37.4216561,126.6527989,동춘동
원주추어탕(인천연수점),"인천광역시 연수구 샘말로38번길 15, 1층 (연수동)",37.38246176,126.6606641,연수동
단골손님포차,"인천광역시 연수구 먼우금로 299, 상가동 107호 (연수동, 태경아파트)",37.3770832,126.6558312,연수동
통큰해물손칼국수,"인천광역시 연수구 테크노파크로111번길 8, 송도 S 타워 104호, 105호 (송도동)",37.39451327,126.6473598,송도동
젠버거 송도본점,"인천광역시 연수구 신송로 165-19, 대경스위트리아1 지상1층 103호,104호 (송도동)",37.41365499,126.6770727,송도동
배떡 인천연수점,"인천광역시 연수구 함박뫼로50번길 15-17, 1층 101호 (연수동)",37.39636124,126.6375683,연수동
제주도 그릴,"인천광역시 연수구 인천타워대로 257, 아트포레 A동 220호 (송도동)",37.37219271,126.6582747,송도동
비어첸 인천송도점,"인천광역시 연수구 해돋이로 102, 1층 101,102,105,106호 (송도동)",37.37872552,126.6454215,송도동
목본가 숯불돼지갈비,"인천광역시 연수구 독배로 68, 유진메디타워 203호 (옥련동)",37.3770832,126.6558312,옥련동
투존치킨 송도점,"인천광역시 연수구 컨벤시아대로 100, 601동 118호 (송도동, 현대힐스테이트)",37.41563898,126.6212329,송도동
데일리토스트,"인천광역시 연수구 인천타워대로 99, 애니오션빌딩 119호 (송도동)",37.37981773,126.6612504,송도동
깜포(CAMPO),"인천광역시 연수구 컨벤시아대로 100, 602동 140호 (송도동, 현대힐스테이트)",37.43080173,126.6963703,송도동
역전할머니맥주 센트럴파크점,"인천광역시 연수구 컨벤시아대로130번길 12, 103호, 104호 (송도동, 대경스위트리아 송도)",37.4139583,126.6722311,송도동
서울편백찜 송도점,"인천광역시 연수구 해돋이로 165, 차오름 프라자 2층 205호 (송도동)",37.39351506,126.6321878,송도동
맛을 그리다 오상미(송도신도시점),"인천광역시 연수구 해돋이로 106, 106호, 107호 (송도동)",37.39941083,126.6494302,송도동
투다리 마스터뷰점,"인천광역시 연수구 컨벤시아대로274번길 15, 상가동 1층 6호 (송도동, 송도 더샵 마스터뷰 23-1BL)",37.412487,126.6793007,송도동
우리동네국수,"인천광역시 연수구 원인재로 315, 상가동 107호 (연수동, 주공1단지, 2단지아파트)",37.39798773,126.6359002,연수동
신참떡볶이 (송도캐슬파크점),"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 112-1호 (송도동)",37.41844738,126.6722789,송도동
직화한상 스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 3층 일부호 (동춘동)",37.39798773,126.6359002,동춘동
엄마손닭볶음탕,"인천광역시 연수구 학나래로5번길 50, 광천빌딩 1층 일부호 (선학동)",37.39952409,126.6295726,선학동
부리또정거장,"인천광역시 연수구 새말로99번길 17, 1층 일부호 (연수동)",37.38108225,126.6594618,연수동
조'쓰 건어물,"인천광역시 연수구 청능대로113번길 34, 2층 (연수동)",37.4172792,126.6570957,연수동
아지트,"인천광역시 연수구 학나래로 88, 상가동 1호 (선학동)",37.42799023,126.6984687,선학동
101남산돈까스 스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 3층 (동춘동)",37.40599741,126.6836222,동춘동
차돌풍 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 1층 111호 (송도동)",37.41223035,126.6567906,송도동
장수한방삼계탕,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 F동 지하1층 B102호 (송도동)",37.38960595,126.648814,송도동
삼교리동치미막국수 송도점,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 1층 M01,M02호 (송도동)",37.42607333,126.6788123,송도동
육회육포포차,"인천광역시 연수구 먼우금로188번길 17, 선우빌딩 1층 일부호 (연수동)",37.38467593,126.6411413,연수동
메가비어(송도본점),"인천광역시 연수구 송도문화로28번길 28, 203동 101호, 102호 (송도동, 송도글로벌캠퍼스푸르지오)",37.39374814,126.6463773,송도동
야나기,"인천광역시 연수구 대암로22번길 7, 1층 (옥련동)",37.42864005,126.6630863,옥련동
푸라닭 인천 송도 센트럴점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 110호 (송도동)",37.37219271,126.6582747,송도동
케이푸드,"인천광역시 연수구 앵고개로 242, 제일빌딩 지하1층 B119호 (동춘동)",37.40215703,126.6404248,동춘동
쇠말뚝곱창,"인천광역시 연수구 컨벤시아대로 126, 1층 145호 (송도동, 푸르지오월드마크)",37.38419018,126.6421469,송도동
육회썰,"인천광역시 연수구 샘말로7번길 4, 1층 일부호 (연수동)",37.39247736,126.6456466,연수동
최고당 돈까스 송도점,"인천광역시 연수구 신송로 160, 1층 103호 (송도동)",37.42564034,126.6558593,송도동
(주)미래금1,"인천광역시 연수구 테크노파크로 193, 송도센트럴파크호텔 2층 일부, 3층 공동조리장 (송도동)",37.41480732,126.6806326,송도동
(주)미래금2,"인천광역시 연수구 테크노파크로 193, 송도센트럴파크호텔 2층 일부, 3층 공동조리장 (송도동)",37.40473194,126.6283248,송도동
크라운호프 송도라마다점,"인천광역시 연수구 능허대로267번길 38, 1층 (동춘동)",37.40073438,126.6388961,동춘동
응급실국물떡볶이 송도BT센터점,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 109호 (송도동)",37.39552968,126.6489412,송도동
스시원,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 212호, 213호 (송도동)",37.41758296,126.6729201,송도동
리얼키친,"인천광역시 연수구 하모니로36번길 3, 은하프라자 2층 일부호 (송도동)",37.38419018,126.6421469,송도동
경성한우불고기,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 M동 1층 4호, 5호 (송도동)",37.39520389,126.6312871,송도동
나이스한 김밥,"인천광역시 연수구 테크노파크로111번길 8, 송도 S 타워 106호 (송도동)",37.38419018,126.6421469,송도동
동궁찜닭,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 210호 (송도동)",37.42147906,126.6691275,송도동
소리수산,"인천광역시 연수구 비류대로529번길 14-10, 103호 (선학동)",37.41168447,126.6780857,선학동
진짜 맛있는 족발,"인천광역시 연수구 비류대로214번길 12, 1층 일부호 (옥련동)",37.40923975,126.6176511,옥련동
송도닭강정,"인천광역시 연수구 아트센터대로 149, 커낼워크D1 SPRING 102동 117호 (송도동)",37.38320628,126.6586339,송도동
청기와감자탕,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 2층 205호,206호 (송도동)",37.41344712,126.6806254,송도동
호천당 인천송도점,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 1층 M03호 (송도동)",37.38044505,126.6602318,송도동
켈로나(kelowna),"인천광역시 연수구 센트럴로 160, 판매시설동 2층 232,233,234호 (송도동, 송도센트럴파크푸르지오)",37.41050721,126.627633,송도동
황칠 흑염소탕,"인천광역시 연수구 학나래로 23, 1층 일부호 (선학동)",37.38459942,126.6423987,선학동
타코마스터,"인천광역시 연수구 샘말로 45, 1층 일부호 (연수동)",37.3770832,126.6558312,연수동
국민파스타,"인천광역시 연수구 샘말로 106-9, 1층 좌측호 (연수동)",37.42300347,126.652903,연수동
스시덴고쿠 송도현대아울렛점,"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 3층 331호 (송도동)",37.38960595,126.648814,송도동
송도로드피자(SONGDO ROAD PIZZA),"인천광역시 연수구 아트센터대로 149, 커낼워크D1 SPRING 101동 112호 (송도동)",37.39495208,126.647839,송도동
대경에프엔비(FnB),"인천광역시 연수구 먼우금로 243, 지하1층 (연수동)",37.38803691,126.6642625,연수동
기가막힌푸드,"인천광역시 연수구 함박뫼로12번길 28-1, 101호 (청학동)",37.41311985,126.6538709,청학동
참치상회,"인천광역시 연수구 청명로31번길 6, 1층 일부호 (청학동)",37.38044505,126.6602318,청학동
감성낙곱새,"인천광역시 연수구 계림로112번길 10, 오성주택 1층 상가 1호 (청학동)",37.36728943,126.6490966,청학동
우주만물상 연수점,"인천광역시 연수구 함박로 34, 103호 (연수동)",37.41810082,126.6766046,연수동
여기가 송돈가,"인천광역시 연수구 하모니로 144, 판매시설동동 1층 B122호,123호 (송도동, 송도 지웰 푸르지오시티)",37.43208383,126.6972213,송도동
남도향,"인천광역시 연수구 앵고개로83번길 41, 1,2층 (동춘동)",37.41239169,126.6562854,동춘동
난다곱창 연수점,"인천광역시 연수구 벚꽃로142번길 14, 101호 (연수동)",37.41563898,126.6212329,연수동
풍천민물장어 직판장,"인천광역시 연수구 컨벤시아대로 55, 상가동 101호,102호 (송도동, 송도이안)",37.38246176,126.6606641,송도동
스시사쿠 송도점,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 1층 119호,120호 (송도동)",37.39798773,126.6359002,송도동
엔젤푸드,"인천광역시 연수구 청능대로23번길 11, LF스퀘어 303호 일부호 (청학동)",37.3770832,126.6558312,청학동
선운산 송도두툼장어,"인천광역시 연수구 청량로46번길 2, 1층 (동춘동)",37.42528128,126.6976149,동춘동
카페블루미96(cafe bloomy 96),"인천광역시 연수구 새말로96번길 22, 엔젤빌딩 1층 (연수동)",37.40722701,126.6715922,연수동
타쉬켄트(Tashkent),"인천광역시 연수구 함박로92번길 5, 1층 (연수동)",37.37981773,126.6612504,연수동
8공구 강우수산,"인천광역시 연수구 랜드마크로 110, 상가2동 106호,107호 (송도동, 호반베르디움 EDU CITY)",37.41365499,126.6770727,송도동
역전우동0410 인천송도점,"인천광역시 연수구 신송로125번길 13, 아크리아1 1층 120호 (송도동)",37.41563898,126.6212329,송도동
bhc청학점,"인천광역시 연수구 비류대로294번길 32-27, 창성빌라 102호 (청학동)",37.39648885,126.6487085,청학동
자가제빵 선명희피자 송도점,"인천광역시 연수구 해돋이로 107, G동 82호 (송도동, 송도 더샵 퍼스트월드)",37.42714721,126.6984314,송도동
집밥이(e)선생 연수점,"인천광역시 연수구 청능대로137번길 47, 101호 (연수동)",37.41511405,126.6778155,연수동
하노이별 송도점,"인천광역시 연수구 인천타워대로 251, 아트윈몰 112호 (송도동)",37.38803691,126.6642625,송도동
마왕족발,"인천광역시 연수구 먼우금로 194, 메카오피스텔 113호 (연수동)",37.38445028,126.6435842,연수동
33떡볶이 랜드마크점,"인천광역시 연수구 랜드마크로 110, 제1동 108호 (송도동, 호반베르디움 EDU CITY)",37.41377995,126.6803979,송도동
양계장집 아들,"인천광역시 연수구 아트센터대로 107, 커낼워크D3 AUTUMN 301동 1층 107,108,110호 (송도동)",37.3770832,126.6558312,송도동
권사부순대국 송도점,"인천광역시 연수구 송도문화로28번길 28, 202동 2-127호 (송도동, 송도글로벌캠퍼스푸르지오)",37.39450703,126.6453716,송도동
와호장룡,"인천광역시 연수구 벚꽃로 106, 연수광장프라자 119호 (청학동)",37.42448128,126.6834589,청학동
꼬소 꼬마김밥,"인천광역시 연수구 하모니로 144, 판매시설동 1층 B126호 (송도동, 송도 지웰 푸르지오시티)",37.42760931,126.6478781,송도동
갈리나(gallina),"인천광역시 연수구 랜드마크로 110, 근린생활시설 제1동 110호 (송도동, 호반베르디움 EDU CITY)",37.42697112,126.6542734,송도동
얌얌불닭발,"인천광역시 연수구 청량로 242, 1층 일부호 (옥련동)",37.38167194,126.6399346,옥련동
명륜진사갈비 인천연수점,"인천광역시 연수구 청능대로 93, 이리옴프라자 2층 206호 (청학동)",37.41487088,126.6505605,청학동
푸드파이터,"인천광역시 연수구 컨벤시아대로 80, 401동 130호 (송도동, 인천송도힐스테이트)",37.4184909,126.6790363,송도동
이지붕어빵,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 지상1층 129호 (송도동)",37.41500074,126.6761702,송도동
철순포차 송도신도시점,"인천광역시 연수구 송도문화로28번길 28, 202동 1층 2-111호 (송도동, 송도글로벌캠퍼스푸르지오)",37.38566415,126.6451683,송도동
숭의면옥(센트럴파크점),"인천광역시 연수구 센트럴로 194, A동 1층 132호,133호 (송도동, 더샵 센트럴파크2)",37.40668532,126.6708242,송도동
크라운호프 송도롯데몰점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 108호,109호 (송도동)",37.41500074,126.6761702,송도동
장어 데이(DAY),"인천광역시 연수구 대암로22번길 11, 1층 일부호 (옥련동)",37.41431941,126.6756664,옥련동
인천대교집,"인천광역시 연수구 해송로30번길 34-18, 103호 (송도동)",37.38518615,126.6440084,송도동
행아웃(HangOut),"인천광역시 연수구 해송로30번길 34-18, 101호 (송도동)",37.39378585,126.6418738,송도동
돈블랑 인천 송도 트리플스트리트점 (주)신화케이푸드,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 1,2층 123b,220b호 (송도동)",37.41291353,126.6802374,송도동
라온차이,"인천광역시 연수구 먼우금로83번길 12, 208 일부호 (동춘동, 건영아파트)",37.40766546,126.6722913,동춘동
착한 치돌이 통닭집,"인천광역시 연수구 신송로118번길 9, 111호 (송도동, 위드프리상뜨)",37.41050721,126.627633,송도동
