도로명주소,위도,경도,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세(만원),층,건축년도,동구분
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.75,202210,"        26,250",             0,10,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,31.95,202210,"        17,850",             0,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,27.8,202210,"        10,000",             0,10,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.22,202210,"        26,250",             0,17,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.43,202210,"        26,000",             0,7,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,59.68,202210,"         3,000",            58,15,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,25.92,202210,"        16,800",             0,13,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.79,202210,"        27,000",             0,17,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,27.06,202210,"        18,000",             0,4,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,27.06,202210,"        18,000",             0,4,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,27.41,202210,"        18,500",             0,9,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.2,202210,"        27,000",             0,13,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,31.95,202210,"        16,800",             0,13,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.83,202211,"        28,000",             0,16,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.65,202211,"        27,300",             0,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,27.8,202211,"         6,500",            38,3,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,27.43,202211,"        18,000",             0,12,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.12,202211,"        25,725",             0,6,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,27.43,202211,"         1,000",            75,3,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,31.95,202211,"         1,000",            80,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.06,202211,"        26,000",             0,18,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,전세,59.79,202211,"        26,000",             0,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,27.74,202211,           500,            75,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,27.41,202212,           500,            60,10,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 8,37.38246176,126.6606641,월세,59.65,202212,"         5,000",            80,11,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,31.95,202209,"        17,850",             0,9,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.11,202209,"        29,000",             0,23,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.75,202209,"        26,000",             0,19,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,27.41,202209,           500,            60,9,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.52,202209,"        26,250",             0,12,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,59.2,202209,"         2,000",            90,5,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.04,202209,"        26,200",             0,6,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.88,202209,"        26,250",             0,4,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,31.95,202209,"        17,850",             0,9,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,59.11,202210,"         2,000",            96,17,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.65,202210,"        28,350",             0,8,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.04,202210,"        25,200",             0,10,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.2,202210,"        26,250",             0,10,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,27.71,202210,           500,            60,7,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,31.95,202210,"        17,000",             0,7,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,59.8,202210,"        24,200",             0,23,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,59.06,202210,"        16,000",            30,15,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,27.74,202210,           500,            65,5,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,59.96,202211,"         2,000",           135,11,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,59.1,202211,"         1,050",           105,22,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,27.41,202211,"         1,000",            70,3,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,월세,27.4,202211,           500,            60,5,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,27.43,202212,"        17,000",             0,7,2020,송도동
인천광역시 연수구 송도동 송도과학로28번길 50,37.37934987,126.657692,전세,27.8,202212,"        15,000",             0,3,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        24,000",             0,13,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        24,000",             0,13,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.9,202209,"        26,000",             0,20,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,84.96,202209,"        20,000",            40,29,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        29,000",             0,37,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        25,000",             0,16,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.87,202209,"        27,500",             0,17,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        14,000",             0,8,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        12,600",             0,22,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202209,"        18,900",             0,41,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        25,000",             0,3,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        26,500",             0,7,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        12,700",             0,19,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,84.9,202209,"         2,000",           120,27,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,84.8,202209,"         5,000",           120,42,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        21,000",             0,16,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        29,000",             0,29,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        21,000",             0,6,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        15,000",             0,29,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        23,100",             0,16,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202209,"        28,000",             0,27,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        19,290",             0,11,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        13,000",             0,19,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        21,000",             0,12,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.9,202209,"        28,000",             0,6,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,84.8,202209,"         3,000",           130,36,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.96,202209,"        21,000",             0,34,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,29.92,202209,"         1,000",            70,29,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        24,000",             0,13,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,월세,29.92,202209,"        10,500",             5,26,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202209,"        22,700",             0,6,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.9,202209,"        30,000",             0,40,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.97,202209,"        24,000",             0,37,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202209,"        22,050",             0,9,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202209,"        10,500",             0,11,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202210,"        11,550",             0,22,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202210,"        27,000",             0,32,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,29.92,202210,"        14,500",             0,21,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.87,202211,"        24,000",             0,40,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202211,"        30,000",             0,30,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,59.87,202212,"        20,000",             0,9,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.97,202212,"        25,000",             0,26,2020,송도동
인천광역시 연수구 송도동 랜드마크로 68,37.41563898,126.6212329,전세,84.8,202212,"        25,000",             0,32,2020,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,19.75,202209,           500,            50,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.35,202209,"         9,900",             0,19,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.5,202209,           500,            70,7,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,27.76,202209,"        18,000",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.5,202209,"        14,490",             0,40,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.01,202209,"         9,370",             0,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,27.76,202209,"        14,333",             0,8,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,28.81,202209,"        15,040",             0,14,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.65,202209,           500,            60,38,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,54.31,202209,"         2,000",           130,41,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,22.69,202209,"         1,000",            56,28,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.07,202209,"         9,371",             0,22,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.65,202209,           500,            53,35,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,17.98,202209,"         2,000",            29,39,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,28.81,202209,           500,            58,10,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,22.57,202209,           500,            68,36,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.57,202209,"        16,000",             0,25,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202209,"        12,600",             0,9,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202209,"         8,820",             0,8,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,19.32,202209,           500,            65,16,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.47,202209,           500,            60,22,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,23.5,202209,"        12,734",             0,9,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.65,202209,"        14,000",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,17.98,202209,           500,            60,32,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.01,202209,"         3,000",            37,19,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.32,202209,"        12,285",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.32,202209,"         9,975",             0,11,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202209,"        14,000",             0,41,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,64.74,202209,"        26,000",             0,31,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202209,"        15,750",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202209,"        15,000",             0,27,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,62.68,202209,"        25,200",             0,36,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,20.6,202209,"        12,285",             0,33,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.65,202209,"         2,000",            48,39,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.47,202209,"        14,000",             0,41,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.73,202209,"        14,000",             0,9,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202209,           500,            70,29,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,23.01,202209,"        13,650",             0,21,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,27.76,202209,           500,            61,9,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,27.76,202209,"         1,000",            80,11,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.01,202209,"         9,870",             0,40,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.75,202210,"        13,650",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,23.01,202210,"        13,300",             0,14,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.5,202210,"         3,300",            22,21,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,22.36,202210,           500,            45,22,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,20.6,202210,           500,            60,11,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,27.76,202210,           500,            63,12,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.86,202210,"        13,000",             0,12,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.5,202210,"         1,000",            57,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,20.01,202210,"        14,000",             0,13,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.32,202210,"        11,576",             0,12,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202210,           500,            65,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.65,202210,           500,            60,21,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,20.6,202210,           500,            42,10,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,23.01,202210,"        13,000",             0,35,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.5,202210,           500,            67,8,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,19.75,202210,"         5,000",            42,8,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.5,202210,"        12,500",             0,37,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,23.01,202210,"         9,450",             0,28,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.75,202210,"        11,000",             0,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,19.32,202210,           500,            65,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,22.14,202210,           500,            70,36,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.32,202210,"        14,500",             0,20,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.5,202210,"         3,000",            40,17,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202210,           500,            70,26,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.65,202210,           500,            46,12,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,17.98,202210,"        12,600",             0,32,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,53.29,202210,"        26,000",             0,36,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202210,"         2,000",            55,33,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,27.76,202210,"         1,000",            80,18,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202210,"        13,650",             0,39,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,20.6,202210,"         8,820",             0,14,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,27.76,202210,"        18,000",             0,26,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.07,202210,"        14,000",             0,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,19.35,202210,"         1,000",            60,13,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202210,"        13,230",             0,38,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.07,202210,"        13,000",             0,15,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,19.32,202210,"        12,000",             0,14,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,20.01,202210,"        10,474",             0,7,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202210,"        11,025",             0,39,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,17.98,202210,"        13,500",             0,11,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202210,           500,            65,35,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,17.98,202210,"         1,000",            40,20,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202210,"        13,500",             0,34,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,64.74,202210,"        22,000",             0,30,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.01,202210,"        13,500",             0,34,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,18.01,202210,"        12,500",             0,19,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,55.01,202210,"        20,000",             0,35,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202211,"        13,100",             0,23,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,22.14,202211,           500,            70,27,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202211,           500,            70,29,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,20.6,202211,"         2,000",            36,39,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,17.98,202211,           500,            60,33,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,53.29,202211,"         1,500",           140,40,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,17.98,202211,"         7,700",             0,8,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,전세,22.14,202211,"        10,473",             0,36,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,23.01,202211,"         8,300",            14,10,2019,송도동
인천광역시 연수구 송도동 인천타워대로132번길 9,37.38467593,126.6411413,월세,18.47,202211,"        10,000",            25,23,2019,송도동
